sub_mode,algo_mode,multi,div,classifier,p,r,f1,acc,baseline,date,tags,feats,feat_types,difficulties,size
pandas,categ,0,DivAll,RFT,0.44,0.44,0.44,0.44,0.23,2017/03/15 21:51:46,brute force:data structures:dp:graphs:greedy:implementation:math,double_loop:triple_loop:recursion:shift:and:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines,all_feats
pandas,categ,1,DivAll,RFT,0.67,0.34,0.45,0.19,0.22,2017/03/17 10:40:14,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,SVM,0.41,0.68,0.51,0.06,0.22,2017/03/17 10:50:43,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.66,0.34,0.45,0.20,0.22,2017/03/17 10:51:46,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,ADA,0.64,0.34,0.44,0.19,0.22,2017/03/17 10:54:04,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.68,0.30,0.42,0.18,0.22,2017/03/17 21:07:09,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.68,0.32,0.43,0.19,0.22,2017/03/17 21:09:17,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.62,0.39,0.48,0.19,0.22,2017/03/17 21:11:32,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.61,0.39,0.47,0.19,0.22,2017/03/17 21:12:57,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.61,0.39,0.48,0.19,0.22,2017/03/17 21:15:16,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.67,0.30,0.41,0.17,0.22,2017/03/17 21:20:12,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,RFT,0.89,0.89,0.89,0.89,0.74,2017/03/17 21:22:06,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.64,0.39,0.48,0.25,0.36,2017/03/17 21:27:29,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas-no-outliers,categ,0,DivAll,RFT,0.46,0.46,0.46,0.46,0.26,2017/03/17 23:09:32,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas-no-outliers,categ,0,DivAll,RFT,0.47,0.47,0.47,0.47,0.23,2017/03/17 23:13:56,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.67,0.30,0.41,0.17,0.22,2017/03/24 11:39:42,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,SVM,0.41,0.69,0.52,0.06,0.22,2017/03/24 11:42:09,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,SVM,0.41,0.68,0.51,0.06,0.22,2017/03/24 11:43:14,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,SVM,0.47,0.70,0.56,0.11,0.24,2017/03/24 11:45:30,data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.49,0.49,0.49,0.49,0.24,2017/03/24 11:46:26,data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.54,0.54,0.54,0.54,0.23,2017/03/24 11:48:31,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.55,0.55,0.55,0.55,0.23,2017/03/24 11:52:12,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,graph,0,DivAll,RFT,0.69,0.69,0.69,0.69,0.38,2017/03/24 11:53:12,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,maths,0,DivAll,RFT,0.68,0.68,0.68,0.68,0.29,2017/03/24 11:53:19,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,algos,0,DivAll,RFT,0.61,0.61,0.61,0.61,0.17,2017/03/24 11:53:35,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,RFT,0.91,0.91,0.91,0.91,0.74,2017/03/24 11:53:38,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,RFT,0.77,0.77,0.77,0.77,0.60,2017/03/24 11:55:33,brute force:dp,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,RFT,0.79,0.79,0.79,0.79,0.54,2017/03/24 11:56:34,dp:greedy,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,RFT,0.54,0.54,0.54,0.54,0.54,2017/03/24 12:01:46,dp:greedy,cyclo,cyclo
pandas,pairs,0,DivAll,RFT,0.79,0.79,0.79,0.79,0.54,2017/03/24 12:02:02,dp:greedy,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,RFT,0.56,0.56,0.56,0.56,0.24,2017/03/24 12:11:36,data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,RFT,0.58,0.58,0.58,0.58,0.26,2017/03/24 12:13:02,brute force:data structures:dp:graphs:greedy:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,1,DivAll,SVM,0.44,0.69,0.54,0.09,0.26,2017/03/24 12:16:23,brute force:data structures:dp:graphs:greedy:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,1,DivAll,SVM,0.42,0.69,0.52,0.06,0.22,2017/03/24 12:18:17,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,1,DivAll,DBT,0.46,0.48,0.47,0.14,0.22,2017/03/24 12:20:10,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,1,DivAll,SVM,0.42,0.69,0.52,0.06,0.22,2017/03/24 12:21:28,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,SVM,0.43,0.43,0.43,0.43,0.23,2017/03/24 12:22:34,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,ADA,0.48,0.48,0.48,0.48,0.23,2017/03/24 12:24:39,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,graph,0,DivAll,ADA,0.63,0.63,0.63,0.63,0.38,2017/03/24 12:24:47,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,maths,0,DivAll,ADA,0.58,0.58,0.58,0.58,0.29,2017/03/24 12:24:59,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,algos,0,DivAll,ADA,0.52,0.52,0.52,0.52,0.17,2017/03/24 12:25:28,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,pairs,0,DivAll,ADA,0.76,0.76,0.76,0.76,0.54,2017/03/24 12:25:38,dp:greedy,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,RFT,0.55,0.55,0.55,0.55,0.23,2017/03/24 12:30:10,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,graph,0,DivAll,RFT,0.69,0.69,0.69,0.69,0.38,2017/03/24 12:30:19,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,maths,0,DivAll,RFT,0.68,0.68,0.68,0.68,0.29,2017/03/24 12:30:34,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,algos,0,DivAll,RFT,0.61,0.61,0.61,0.61,0.17,2017/03/24 12:31:03,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,pairs,0,DivAll,RFT,0.79,0.79,0.79,0.79,0.54,2017/03/24 12:31:10,dp:greedy,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,RFT,0.55,0.55,0.55,0.55,0.23,2017/03/24 12:32:41,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,graph,0,DivAll,RFT,0.69,0.69,0.69,0.69,0.38,2017/03/24 12:32:50,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,maths,0,DivAll,RFT,0.68,0.68,0.68,0.68,0.29,2017/03/24 12:33:05,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,RFT,0.59,0.59,0.59,0.59,0.25,2017/03/24 12:40:53,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
